latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2026-06-07T11:00,403.3,78.2,4.9,10.8,196.0
2026-06-07T12:00,326.0,67.3,7.3,11.7,214.0
2026-06-07T13:00,290.6,70.3,14.8,13.7,268.0
2026-06-07T14:00,295.2,76.4,25.4,16.6,345.0
2026-06-07T15:00,282.2,82.9,35.6,20.5,419.0
2026-06-07T16:00,272.9,88.5,45.5,26.6,487.0
2026-06-07T17:00,253.3,90.3,55.0,33.6,551.0
2026-06-07T18:00,231.9,89.4,60.6,38.0,593.0
2026-06-07T19:00,231.0,85.2,59.5,37.8,600.0
2026-06-07T20:00,237.5,82.2,54.5,35.1,586.0
2026-06-07T21:00,235.6,79.9,50.2,32.2,572.0
2026-06-07T22:00,218.9,76.8,48.9,29.9,570.0
2026-06-07T23:00,195.1,73.8,48.4,27.4,568.0
2026-06-08T00:00,488.0,112.0,15.4,10.4,552.0
2026-06-08T01:00,488.0,108.0,15.7,11.2,514.0
2026-06-08T02:00,444.2,104.5,15.9,12.3,463.0
2026-06-08T03:00,525.3,107.1,15.1,13.3,409.0
2026-06-08T04:00,575.6,110.1,12.2,14.5,350.0
2026-06-08T05:00,570.0,109.4,8.2,15.6,288.0
2026-06-08T06:00,527.1,102.7,5.2,15.8,241.0
2026-06-08T07:00,508.5,95.7,3.6,14.2,218.0
2026-06-08T08:00,504.8,87.3,3.0,11.7,210.0
2026-06-08T09:00,551.3,87.5,3.6,9.9,212.0
2026-06-08T10:00,616.5,92.7,5.2,9.2,216.0
2026-06-08T11:00,653.8,100.8,8.2,9.2,230.0
2026-06-08T12:00,551.3,83.8,12.9,10.1,272.0
2026-06-08T13:00,637.0,102.7,24.7,13.7,363.0
2026-06-08T14:00,651.9,115.7,41.0,18.7,482.0
2026-06-08T15:00,670.6,127.6,53.5,22.5,585.0
2026-06-08T16:00,707.8,138.3,57.7,23.8,663.0
2026-06-08T17:00,745.1,147.1,58.0,23.8,726.0
2026-06-08T18:00,776.7,154.6,59.7,24.0,757.0
2026-06-08T19:00,814.0,159.7,65.6,24.8,739.0
2026-06-08T20:00,800.9,163.0,72.7,25.8,689.0
2026-06-08T21:00,763.7,162.5,77.5,26.8,644.0
2026-06-08T22:00,705.9,157.4,79.1,28.2,622.0
2026-06-08T23:00,663.1,151.3,78.4,29.6,605.0
2026-06-09T00:00,431.2,103.8,40.7,18.2,579.0
2026-06-09T01:00,401.4,99.2,35.4,17.5,534.0
2026-06-09T02:00,398.6,98.7,27.9,16.4,480.0
2026-06-09T03:00,480.6,100.4,20.9,15.6,426.0
2026-06-09T04:00,562.5,109.2,15.2,15.4,373.0
2026-06-09T05:00,599.8,113.2,10.0,15.5,322.0
2026-06-09T06:00,625.8,113.9,6.2,15.0,283.0
2026-06-09T07:00,618.4,106.9,4.1,13.4,264.0
2026-06-09T08:00,577.4,94.8,3.4,11.2,258.0
2026-06-09T09:00,497.3,84.3,4.0,9.7,258.0
2026-06-09T10:00,422.8,77.8,5.3,9.1,254.0
2026-06-09T11:00,436.8,82.0,7.8,9.1,255.0
2026-06-09T12:00,291.5,61.0,13.2,10.4,285.0
2026-06-09T13:00,305.5,67.5,19.0,12.2,351.0
2026-06-09T14:00,346.5,79.4,27.1,14.6,447.0
2026-06-09T15:00,400.5,91.3,34.3,16.6,569.0
2026-06-09T16:00,358.6,93.1,39.6,17.6,767.0
2026-06-09T17:00,353.9,96.9,43.9,18.1,993.0
2026-06-09T18:00,380.0,101.7,46.7,18.2,1100.0
2026-06-09T19:00,361.4,100.6,48.4,18.0,992.0
2026-06-09T20:00,347.4,98.3,48.5,17.3,766.0
2026-06-09T21:00,374.4,98.0,45.6,16.1,565.0
2026-06-09T22:00,460.1,100.8,36.8,13.5,429.0
2026-06-09T23:00,609.1,114.3,24.8,10.3,318.0
2026-06-10T00:00,390.2,84.8,35.1,20.2,251.0
2026-06-10T01:00,504.8,95.0,30.3,18.8,258.0
2026-06-10T02:00,499.2,104.5,23.5,16.8,308.0
2026-06-10T03:00,668.7,121.1,17.4,15.3,333.0
2026-06-10T04:00,739.5,131.3,12.7,15.1,293.0
2026-06-10T05:00,886.6,149.0,8.7,15.4,228.0
2026-06-10T06:00,1069.2,169.0,5.8,15.1,180.0
2026-06-10T07:00,1173.5,178.8,4.0,13.4,169.0
2026-06-10T08:00,1210.7,178.8,3.2,11.2,177.0
2026-06-10T09:00,1166.0,169.0,4.0,9.5,189.0
2026-06-10T10:00,1020.7,152.3,5.7,8.6,194.0
2026-06-10T11:00,936.9,147.1,8.9,8.2,204.0
2026-06-10T12:00,922.0,151.3,15.4,9.3,244.0
2026-06-10T13:00,843.8,145.3,24.4,11.7,340.0
2026-06-10T14:00,733.9,143.4,36.7,15.2,467.0
2026-06-10T15:00,577.4,134.1,45.2,18.9,572.0
2026-06-10T16:00,448.9,125.7,46.5,23.1,639.0
2026-06-10T17:00,486.2,135.0,44.1,27.4,685.0
2026-06-10T18:00,590.5,152.3,41.1,29.8,710.0
2026-06-10T19:00,650.1,161.1,38.2,28.8,715.0
2026-06-10T20:00,644.5,163.4,34.8,26.0,700.0
2026-06-10T21:00,577.4,155.5,32.2,23.7,660.0
2026-06-10T22:00,480.6,142.5,31.3,22.7,571.0
2026-06-10T23:00,440.5,137.8,31.3,22.3,458.0
2026-06-11T00:00,398.6,118.7,29.8,21.4,394.0
2026-06-11T01:00,525.3,136.4,28.2,23.4,432.0
2026-06-11T02:00,618.4,152.3,25.8,26.2,518.0
2026-06-11T03:00,776.7,174.6,22.6,28.1,564.0
2026-06-11T04:00,940.6,197.0,17.8,28.3,523.0
2026-06-11T05:00,1043.1,209.1,12.1,27.7,443.0
2026-06-11T06:00,1076.6,208.6,7.9,26.6,378.0
2026-06-11T07:00,1121.3,209.1,5.8,25.1,349.0
2026-06-11T08:00,1180.9,212.3,5.2,23.2,335.0
2026-06-11T09:00,1229.3,214.2,6.0,21.7,330.0
2026-06-11T10:00,1259.1,214.2,8.8,20.9,338.0
2026-06-11T11:00,1147.4,204.4,12.9,20.6,355.0
2026-06-11T12:00,1989.3,330.6,14.2,19.8,367.0
2026-06-11T13:00,1587.0,285.0,15.8,19.7,367.0
2026-06-11T14:00,1069.2,217.5,17.9,19.5,362.0
2026-06-11T15:00,517.8,140.6,18.9,19.1,358.0
2026-06-11T16:00,243.1,90.1,17.9,18.5,358.0
2026-06-11T17:00,152.3,67.8,15.8,17.8,358.0
2026-06-11T18:00,601.6,120.6,14.1,17.0,357.0
2026-06-11T19:00,665.0,132.2,13.3,16.1,352.0
2026-06-11T20:00,637.0,125.7,12.9,15.1,346.0
2026-06-11T21:00,288.7,78.2,12.7,14.3,340.0
2026-06-11T22:00,109.9,46.8,12.5,13.6,330.0
2026-06-11T23:00,181.6,51.7,12.5,13.1,321.0
2026-06-12T00:00,464.7,95.7,14.8,13.4,331.0
2026-06-12T01:00,340.9,85.2,15.1,14.5,384.0
2026-06-12T02:00,161.1,61.0,15.5,16.1,455.0
2026-06-12T03:00,74.5,38.5,14.8,17.0,493.0
2026-06-12T04:00,52.9,28.8,12.1,16.7,464.0
2026-06-12T05:00,150.4,46.6,8.4,15.9,400.0
2026-06-12T06:00,248.7,53.4,5.7,15.3,350.0
2026-06-12T07:00,304.5,70.3,4.7,15.1,328.0
2026-06-12T08:00,489.9,83.8,4.8,15.2,319.0
2026-06-12T09:00,491.7,86.1,6.0,16.1,324.0
2026-06-12T10:00,480.6,85.7,7.8,18.3,352.0
2026-06-12T11:00,488.0,87.3,10.7,21.3,394.0
2026-06-12T12:00,791.6,118.7,12.8,14.8,428.0
2026-06-12T13:00,588.6,114.6,23.1,18.2,437.0
2026-06-12T14:00,462.9,109.2,37.0,22.7,439.0
2026-06-12T15:00,440.5,102.2,45.2,25.5,462.0
2026-06-12T16:00,425.6,92.7,41.9,24.8,541.0
2026-06-12T17:00,457.3,93.1,32.9,22.3,640.0
2026-06-12T18:00,517.8,103.6,25.8,20.3,687.0
2026-06-12T19:00,506.6,109.0,23.9,19.7,628.0
2026-06-12T20:00,423.8,104.5,23.9,19.7,515.0
2026-06-12T21:00,334.3,94.3,24.4,19.8,435.0
2026-06-12T22:00,284.1,84.3,25.1,19.7,419.0
2026-06-12T23:00,245.9,76.8,26.3,19.7,436.0
2026-06-13T00:00,137.8,74.3,23.1,28.8,470.0
2026-06-13T01:00,166.7,70.3,23.9,30.4,540.0
2026-06-13T02:00,229.1,72.2,25.0,32.7,627.0
2026-06-13T03:00,391.2,88.5,24.5,34.8,668.0
2026-06-13T04:00,553.2,110.6,21.4,36.9,615.0
2026-06-13T05:00,609.1,124.3,16.8,38.8,516.0
2026-06-13T06:00,584.9,127.6,12.8,39.1,444.0
2026-06-13T07:00,534.6,125.7,9.8,36.8,436.0
2026-06-13T08:00,474.0,120.1,7.5,32.9,455.0
2026-06-13T09:00,421.9,112.2,6.5,29.3,468.0
2026-06-13T10:00,380.0,102.9,5.3,26.0,447.0
2026-06-13T11:00,339.0,95.2,5.5,23.1,420.0
2026-06-13T12:00,375.3,101.7,14.7,31.2,437.0
2026-06-13T13:00,315.7,104.5,31.6,33.4,532.0
2026-06-13T14:00,317.6,112.9,55.3,36.5,670.0
2026-06-13T15:00,346.5,130.4,75.7,39.1,799.0
2026-06-13T16:00,366.9,145.8,89.8,41.1,901.0
2026-06-13T17:00,378.1,151.8,100.6,42.7,993.0
2026-06-13T18:00,394.9,158.3,106.9,43.2,1074.0
2026-06-13T19:00,396.7,161.1,106.9,42.0,1148.0
2026-06-13T20:00,382.8,156.9,102.4,39.7,1212.0
2026-06-13T21:00,375.3,153.7,97.5,37.5,1255.0
2026-06-13T22:00,362.3,151.3,94.9,35.6,1285.0
2026-06-13T23:00,333.4,146.7,91.9,33.9,1295.0
2026-06-14T00:00,353.0,127.1,28.7,13.8,1254.0
2026-06-14T01:00,328.8,125.7,25.5,16.3,1131.0
2026-06-14T02:00,337.1,109.7,21.0,19.8,958.0
2026-06-14T03:00,369.7,95.0,16.8,22.8,800.0
2026-06-14T04:00,427.5,100.8,13.4,25.5,679.0
2026-06-14T05:00,516.0,116.2,10.2,27.6,574.0
2026-06-14T06:00,506.6,115.3,7.6,27.4,481.0
2026-06-14T07:00,405.1,91.0,5.4,22.7,396.0
2026-06-14T08:00,428.4,90.6,3.8,15.6,324.0
2026-06-14T09:00,367.9,84.8,3.2,10.4,277.0
2026-06-14T10:00,380.0,85.0,2.5,8.4,259.0
2026-06-14T11:00,388.4,85.7,2.8,8.2,266.0
2026-06-14T12:00,362.3,78.9,8.8,12.0,297.0
2026-06-14T13:00,339.0,83.6,23.2,17.2,364.0
2026-06-14T14:00,351.1,97.8,43.4,24.5,455.0
2026-06-14T15:00,382.8,114.6,61.5,31.0,532.0
2026-06-14T16:00,399.5,127.6,75.5,36.0,584.0
2026-06-14T17:00,417.2,138.3,87.3,40.2,622.0
2026-06-14T18:00,444.2,148.5,94.8,42.5,643.0
2026-06-14T19:00,444.2,153.7,96.2,41.8,650.0
2026-06-14T20:00,413.5,152.7,93.2,39.3,640.0
2026-06-14T21:00,380.0,145.8,89.4,37.1,597.0
2026-06-14T22:00,354.8,140.6,86.1,35.7,484.0
2026-06-14T23:00,317.6,136.0,82.0,34.7,339.0
2026-06-15T00:00,294.3,88.7,30.6,13.1,260.0
2026-06-15T01:00,255.2,85.4,26.9,13.6,320.0
2026-06-15T02:00,312.0,88.2,21.8,14.3,445.0
2026-06-15T03:00,258.0,78.0,16.9,15.2,516.0
2026-06-15T04:00,298.0,79.2,12.7,16.7,469.0
2026-06-15T05:00,324.1,83.1,8.8,18.4,367.0
2026-06-15T06:00,321.3,83.4,6.0,19.2,282.0
2026-06-15T07:00,300.8,79.2,4.5,18.2,237.0
2026-06-15T08:00,272.9,75.4,4.0,16.2,209.0
2026-06-15T09:00,267.3,73.6,4.3,14.6,203.0
2026-06-15T10:00,276.6,73.8,4.7,13.7,220.0
2026-06-15T11:00,333.4,78.9,5.9,13.1,258.0
2026-06-15T12:00,871.7,136.0,10.6,11.0,318.0
2026-06-15T13:00,815.8,140.2,19.1,13.6,405.0
2026-06-15T14:00,760.0,145.8,31.2,17.3,514.0
2026-06-15T15:00,704.1,152.7,43.3,21.1,630.0
2026-06-15T16:00,737.6,161.6,55.0,24.8,785.0
2026-06-15T17:00,802.8,174.2,66.7,28.6,948.0
2026-06-15T18:00,806.5,183.9,75.3,32.0,1005.0
2026-06-15T19:00,827.0,192.3,79.3,34.8,870.0
2026-06-15T20:00,823.3,195.1,80.2,37.3,630.0
2026-06-15T21:00,841.9,197.4,79.8,39.2,436.0
2026-06-15T22:00,843.8,199.8,79.2,40.2,340.0
2026-06-15T23:00,847.5,200.7,77.4,40.8,289.0
2026-06-16T00:00,523.4,145.3,41.8,23.9,277.0
2026-06-16T01:00,448.0,144.8,37.5,26.4,327.0
2026-06-16T02:00,538.3,143.9,31.4,29.7,415.0
2026-06-16T03:00,542.0,130.4,25.2,30.7,463.0
2026-06-16T04:00,542.0,113.6,18.9,27.4,425.0
2026-06-16T05:00,521.5,101.3,12.4,22.0,347.0
2026-06-16T06:00,491.7,94.5,7.6,17.6,287.0
2026-06-16T07:00,467.5,91.5,5.1,15.7,266.0
2026-06-16T08:00,412.6,85.4,4.3,14.8,262.0
2026-06-16T09:00,367.9,80.6,4.7,14.4,270.0
2026-06-16T10:00,355.8,79.6,6.1,13.9,289.0
2026-06-16T11:00,358.6,78.9,8.6,13.9,320.0
2026-06-16T12:00,203.5,50.6,10.4,16.5,358.0
2026-06-16T13:00,190.5,53.4,25.0,19.3,405.0
2026-06-16T14:00,182.5,63.8,45.7,23.5,459.0
2026-06-16T15:00,202.6,78.0,65.5,28.8,505.0
2026-06-16T16:00,224.9,91.0,84.0,36.7,532.0
2026-06-16T17:00,239.3,104.8,101.6,45.8,553.0
2026-06-16T18:00,249.6,115.9,113.0,51.7,588.0
2026-06-16T19:00,253.3,120.6,114.9,52.2,653.0
2026-06-16T20:00,258.0,117.8,110.6,49.6,733.0
2026-06-16T21:00,283.1,114.3,104.4,46.1,804.0
2026-06-16T22:00,327.8,115.3,97.3,41.8,864.0
2026-06-16T23:00,380.9,120.1,88.3,36.6,914.0
2026-06-17T00:00,497.3,95.5,39.9,24.0,937.0
2026-06-17T01:00,441.4,94.8,35.4,23.2,924.0
2026-06-17T02:00,495.5,100.1,28.9,22.1,883.0
2026-06-17T03:00,594.2,107.6,23.0,21.8,818.0
2026-06-17T04:00,657.5,112.2,18.2,23.4,711.0
2026-06-17T05:00,692.9,118.3,13.9,25.8,580.0
2026-06-17T06:00,689.2,120.6,10.4,26.8,479.0
2026-06-17T07:00,670.6,121.5,7.7,25.2,436.0
2026-06-17T08:00,644.5,118.3,5.9,22.3,423.0
2026-06-17T09:00,620.3,114.3,5.5,19.7,409.0
2026-06-17T10:00,594.2,109.7,5.9,17.7,367.0
2026-06-17T11:00,560.7,103.8,7.7,16.1,323.0
2026-06-17T12:00,416.3,77.5,10.7,13.6,325.0
2026-06-17T13:00,385.6,79.9,22.0,15.6,405.0
2026-06-17T14:00,395.8,88.2,38.0,18.5,531.0
2026-06-17T15:00,381.8,99.2,53.4,22.1,656.0
2026-06-17T16:00,380.0,109.4,67.5,26.7,769.0
2026-06-17T17:00,409.8,122.5,80.9,31.9,880.0
2026-06-17T18:00,439.6,133.6,91.0,36.2,980.0
2026-06-17T19:00,461.9,142.5,96.0,38.9,1075.0
2026-06-17T20:00,480.6,150.4,97.5,40.8,1157.0
2026-06-17T21:00,497.3,156.5,97.8,42.3,1193.0
2026-06-17T22:00,508.5,161.1,98.3,43.4,1157.0
2026-06-17T23:00,512.2,164.4,97.5,44.1,1074.0
2026-06-18T00:00,223.1,85.0,48.8,24.9,993.0
2026-06-18T01:00,213.7,89.6,44.5,28.3,941.0
2026-06-18T02:00,221.2,89.9,38.3,32.8,891.0
2026-06-18T03:00,289.6,90.1,31.2,34.6,804.0
2026-06-18T04:00,300.8,88.2,22.4,31.1,639.0
2026-06-18T05:00,217.9,72.6,12.7,24.9,437.0
2026-06-18T06:00,158.8,58.4,5.6,19.7,289.0
2026-06-18T07:00,204.4,62.2,3.0,16.8,240.0
2026-06-18T08:00,204.4,59.5,3.0,14.9,244.0
2026-06-18T09:00,182.1,56.1,4.0,13.5,256.0
2026-06-18T10:00,249.6,61.9,5.2,12.5,260.0
2026-06-18T11:00,231.4,60.3,7.3,12.0,272.0
2026-06-18T12:00,246.8,56.7,10.3,10.8,298.0
2026-06-18T13:00,291.5,64.5,16.8,12.3,351.0
2026-06-18T14:00,366.9,77.1,25.8,14.4,418.0
2026-06-18T15:00,382.8,86.8,33.3,16.5,467.0
2026-06-18T16:00,382.8,93.6,37.4,18.4,482.0
2026-06-18T17:00,379.0,99.9,39.9,20.3,479.0
2026-06-18T18:00,372.5,105.2,42.8,21.9,468.0
2026-06-18T19:00,353.9,108.0,46.7,22.7,451.0
2026-06-18T20:00,334.3,110.1,50.8,23.2,427.0
2026-06-18T21:00,324.1,112.9,55.2,24.6,402.0
2026-06-18T22:00,325.0,117.3,61.5,27.7,369.0
2026-06-18T23:00,328.8,122.5,68.1,31.8,336.0
2026-06-19T00:00,687.3,142.0,20.1,12.4,328.0
2026-06-19T01:00,722.7,154.1,20.5,14.5,372.0
2026-06-19T02:00,715.3,156.9,20.8,17.5,442.0
2026-06-19T03:00,694.8,152.7,19.8,20.0,487.0
2026-06-19T04:00,601.6,141.1,16.1,21.8,483.0
2026-06-19T05:00,542.0,133.2,11.1,23.0,455.0
2026-06-19T06:00,514.1,126.2,7.1,23.0,422.0
2026-06-19T07:00,620.3,133.6,5.1,21.0,385.0
2026-06-19T08:00,597.9,129.9,4.2,17.7,344.0
2026-06-19T09:00,523.4,117.1,4.4,14.9,315.0
2026-06-19T10:00,443.3,102.0,5.4,13.1,305.0
2026-06-19T11:00,396.7,91.7,7.5,11.7,307.0
2026-06-19T12:00,657.5,118.7,9.8,10.2,320.0
2026-06-19T13:00,791.6,136.0,12.8,10.7,347.0
2026-06-19T14:00,925.7,155.5,17.2,11.4,384.0
2026-06-19T15:00,1009.6,169.0,21.6,12.3,421.0
2026-06-19T16:00,1028.2,178.8,26.3,13.7,458.0
2026-06-19T17:00,1013.3,184.4,31.0,15.4,495.0
2026-06-19T18:00,961.1,182.5,34.0,16.5,517.0
2026-06-19T19:00,899.7,177.4,33.9,16.6,511.0
2026-06-19T20:00,819.6,170.0,32.0,16.2,490.0
2026-06-19T21:00,745.1,161.6,30.3,15.9,476.0
2026-06-19T22:00,661.2,153.2,29.8,16.0,483.0
2026-06-19T23:00,575.6,145.3,29.5,16.3,499.0
2026-06-20T00:00,583.0,152.3,21.1,15.3,503.0
2026-06-20T01:00,536.4,149.5,20.3,16.8,492.0
2026-06-20T02:00,527.1,144.8,19.1,18.8,470.0
2026-06-20T03:00,457.3,122.9,16.9,19.6,435.0
2026-06-20T04:00,387.4,98.0,12.7,18.2,373.0
2026-06-20T05:00,461.0,93.6,7.6,15.6,297.0
2026-06-20T06:00,337.1,76.1,3.9,13.5,243.0
2026-06-20T07:00,501.1,89.9,2.6,12.4,231.0
2026-06-20T08:00,383.7,77.3,2.7,11.6,241.0
2026-06-20T09:00,465.7,84.5,3.6,11.1,254.0
2026-06-20T10:00,467.5,83.6,4.8,10.6,262.0
2026-06-20T11:00,491.7,87.8,6.7,10.2,273.0
2026-06-20T12:00,461.9,83.4,10.7,10.7,288.0
2026-06-20T13:00,444.2,85.4,15.9,11.9,307.0
2026-06-20T14:00,458.2,93.1,23.3,13.5,329.0
2026-06-20T15:00,508.5,107.8,30.1,15.0,354.0
2026-06-20T16:00,549.5,122.0,35.7,16.3,391.0
2026-06-20T17:00,573.7,134.1,40.7,17.4,430.0
2026-06-20T18:00,575.6,142.5,43.8,17.8,449.0
2026-06-20T19:00,568.1,146.7,44.0,16.8,430.0
2026-06-20T20:00,571.8,150.4,42.4,15.1,390.0
2026-06-20T21:00,577.4,152.3,40.2,13.8,355.0
2026-06-20T22:00,577.4,152.3,38.2,13.3,334.0
2026-06-20T23:00,556.9,149.9,35.6,13.3,319.0
2026-06-21T00:00,584.9,130.4,15.6,9.1,306.0
2026-06-21T01:00,575.6,130.4,15.2,9.9,299.0
2026-06-21T02:00,597.9,129.9,14.4,11.0,295.0
2026-06-21T03:00,685.5,132.7,13.0,12.0,286.0
2026-06-21T04:00,720.8,130.4,10.2,12.9,263.0
2026-06-21T05:00,741.3,129.0,6.8,13.6,235.0
2026-06-21T06:00,784.2,132.7,4.2,13.9,214.0
2026-06-21T07:00,666.8,118.3,3.0,13.4,207.0
2026-06-21T08:00,724.6,120.6,2.7,12.4,206.0
2026-06-21T09:00,756.2,120.6,3.1,11.5,206.0
2026-06-21T10:00,758.1,116.9,3.8,10.7,199.0
2026-06-21T11:00,719.0,114.6,5.2,10.0,192.0
2026-06-21T12:00,495.5,82.0,10.3,10.3,196.0
2026-06-21T13:00,482.4,82.9,16.8,11.9,217.0
2026-06-21T14:00,452.6,85.7,25.7,14.0,249.0
2026-06-21T15:00,440.5,91.5,31.8,15.3,280.0
2026-06-21T16:00,549.5,109.2,32.3,15.2,313.0
2026-06-21T17:00,676.1,132.2,30.1,14.2,345.0
2026-06-21T18:00,702.2,143.9,28.1,13.3,353.0
2026-06-21T19:00,659.4,145.3,27.5,12.5,313.0
2026-06-21T20:00,590.5,139.2,27.2,11.7,248.0
2026-06-21T21:00,508.5,128.5,27.3,11.2,211.0
2026-06-21T22:00,426.5,115.7,28.4,11.1,228.0
2026-06-21T23:00,353.0,103.4,29.8,11.2,272.0
2026-06-22T00:00,622.1,128.1,20.5,11.3,310.0
2026-06-22T01:00,556.9,121.5,20.0,12.7,333.0
2026-06-22T02:00,566.2,122.0,19.2,14.6,349.0
2026-06-22T03:00,678.0,135.5,17.5,16.2,350.0
2026-06-22T04:00,711.5,144.4,14.0,17.4,325.0
2026-06-22T05:00,665.0,140.2,9.6,18.3,286.0
2026-06-22T06:00,633.3,131.3,6.2,18.1,252.0
2026-06-22T07:00,599.8,115.9,4.5,16.0,232.0
2026-06-22T08:00,568.1,102.4,3.7,12.9,218.0
2026-06-22T09:00,603.5,98.7,4.0,10.6,211.0
2026-06-22T10:00,657.5,101.3,5.3,9.8,211.0
2026-06-22T11:00,728.3,109.0,7.7,9.8,219.0
2026-06-22T12:00,484.3,80.1,11.3,11.0,230.0
2026-06-22T13:00,437.7,79.9,15.9,12.7,242.0
2026-06-22T14:00,430.3,80.1,22.4,15.1,259.0
2026-06-22T15:00,359.5,72.6,27.8,16.8,287.0
2026-06-22T16:00,312.9,65.2,31.1,17.3,341.0
2026-06-22T17:00,287.8,61.7,33.2,17.3,407.0
2026-06-22T18:00,265.4,59.6,34.7,16.9,449.0
2026-06-22T19:00,236.6,57.4,35.4,16.2,449.0
2026-06-22T20:00,211.9,56.0,35.4,15.3,426.0
2026-06-22T21:00,192.8,55.4,35.1,14.5,400.0
2026-06-22T22:00,175.1,52.9,34.9,13.7,370.0
2026-06-22T23:00,169.0,52.7,34.4,13.1,337.0
2026-06-23T00:00,210.5,73.8,52.8,20.4,323.0
2026-06-23T01:00,210.9,75.7,45.4,22.3,350.0
2026-06-23T02:00,230.5,79.4,35.0,24.9,396.0
2026-06-23T03:00,251.5,78.0,25.4,26.0,413.0
2026-06-23T04:00,234.2,71.7,17.6,24.5,370.0
2026-06-23T05:00,260.8,68.2,10.7,21.6,297.0
2026-06-23T06:00,263.6,63.8,5.8,18.7,242.0
2026-06-23T07:00,292.4,64.3,3.5,15.9,224.0
2026-06-23T08:00,357.6,70.1,3.2,13.1,222.0
2026-06-23T09:00,363.2,69.6,3.7,11.0,226.0
2026-06-23T10:00,436.8,76.1,4.3,9.7,229.0
2026-06-23T11:00,433.1,75.7,5.9,9.0,236.0
2026-06-23T12:00,506.6,91.0,14.7,8.5,252.0
2026-06-23T13:00,478.7,89.4,20.3,10.4,284.0
2026-06-23T14:00,448.9,91.5,28.5,13.2,324.0
2026-06-23T15:00,435.9,96.2,37.1,16.4,353.0
2026-06-23T16:00,416.3,101.0,46.8,20.6,360.0
2026-06-23T17:00,414.4,109.0,57.0,25.2,356.0
2026-06-23T18:00,391.2,115.3,64.1,28.2,349.0
2026-06-23T19:00,372.5,115.9,66.0,28.3,340.0
2026-06-23T20:00,365.1,116.4,64.8,26.9,328.0
2026-06-23T21:00,353.9,116.6,63.0,25.8,318.0
2026-06-23T22:00,339.9,116.2,62.3,26.0,310.0
2026-06-23T23:00,333.4,116.9,61.1,26.4,305.0
2026-06-24T00:00,421.0,128.5,54.2,22.3,311.0
2026-06-24T01:00,379.0,125.7,48.0,24.7,346.0
2026-06-24T02:00,377.2,118.7,39.2,27.9,392.0
2026-06-24T03:00,457.3,112.9,30.5,28.9,410.0
2026-06-24T04:00,422.8,98.7,22.0,25.6,373.0
2026-06-24T05:00,374.4,88.2,13.6,20.2,307.0
2026-06-24T06:00,383.7,85.7,7.4,15.8,254.0
2026-06-24T07:00,418.2,87.5,4.5,13.7,230.0
2026-06-24T08:00,427.5,85.7,3.9,12.6,218.0
2026-06-24T09:00,380.0,77.8,4.2,12.0,214.0
2026-06-24T10:00,365.1,74.7,4.5,11.6,211.0
2026-06-24T11:00,395.8,77.1,5.9,11.6,216.0
2026-06-24T12:00,377.2,76.6,10.0,12.6,240.0
2026-06-24T13:00,331.6,79.4,18.8,14.7,289.0
2026-06-24T14:00,318.5,85.2,30.4,17.7,357.0
2026-06-24T15:00,328.8,93.1,41.1,21.2,438.0
2026-06-24T16:00,350.2,102.0,50.3,25.6,544.0
2026-06-24T17:00,364.1,113.9,58.5,30.5,663.0
2026-06-24T18:00,366.0,121.5,63.5,33.8,748.0
2026-06-24T19:00,357.6,121.5,62.9,34.0,768.0
2026-06-24T20:00,349.2,120.1,59.1,32.6,756.0
2026-06-24T21:00,338.1,119.7,56.8,31.8,761.0
2026-06-24T22:00,331.6,120.6,59.5,32.4,826.0
2026-06-24T23:00,334.3,123.9,63.7,33.6,909.0
2026-06-25T00:00,336.2,129.0,64.4,35.4,933.0
2026-06-25T01:00,313.9,131.8,58.9,38.9,854.0
2026-06-25T02:00,291.5,122.5,49.8,43.0,718.0
2026-06-25T03:00,332.5,118.3,40.1,44.7,581.0
2026-06-25T04:00,358.6,112.2,29.5,42.3,451.0
2026-06-25T05:00,361.4,105.2,18.3,37.6,321.0
2026-06-25T06:00,335.3,98.5,9.9,32.8,230.0
2026-06-25T07:00,312.9,93.4,6.0,28.3,205.0
2026-06-25T08:00,299.0,90.3,5.0,23.7,218.0
2026-06-25T09:00,284.1,85.4,5.2,19.8,234.0
2026-06-25T10:00,289.6,82.4,5.5,16.5,234.0
2026-06-25T11:00,285.9,78.0,7.0,13.9,237.0
2026-06-25T12:00,246.8,73.1,11.6,12.8,252.0
2026-06-25T13:00,212.8,71.9,21.0,13.7,283.0
2026-06-25T14:00,215.6,78.5,33.5,16.1,327.0
2026-06-25T15:00,225.8,89.4,45.6,19.5,391.0
2026-06-25T16:00,244.9,102.7,57.2,24.7,491.0
2026-06-25T17:00,265.4,113.6,68.5,30.8,610.0
2026-06-25T18:00,262.6,120.1,76.4,35.0,709.0
2026-06-25T19:00,252.4,121.1,79.7,35.6,789.0
2026-06-25T20:00,258.9,119.7,79.6,34.3,848.0
2026-06-25T21:00,272.9,118.5,77.5,32.7,842.0
2026-06-25T22:00,286.8,118.3,73.5,31.4,717.0
2026-06-25T23:00,298.0,117.6,67.4,29.8,526.0
2026-06-26T00:00,313.9,116.9,59.8,27.8,386.0
2026-06-26T01:00,336.2,116.6,49.9,24.8,357.0
2026-06-26T02:00,373.5,112.5,38.5,21.4,378.0
2026-06-26T03:00,398.6,108.3,28.2,19.2,384.0
